datetime,trw_high,trw_low,y_hat_high,y_hat_low
2014-05-06 13:30:00,16.67,16.1625,16.788568212374102,16.169252888889687
2014-05-09 13:30:00,17.1775,16.8775,16.788568212374102,16.24388879220747
2014-05-16 13:30:00,16.8975,16.5325,16.8123998471501,16.260135108050036
2014-05-19 13:30:00,16.8305,16.4075,16.973698309321577,16.676651760484724
2014-05-21 13:30:00,17.1775,16.885,16.982589771601273,16.648071341074548
2014-06-13 13:30:00,18.4625,18.17,18.493893210214093,17.874315227789833
2014-06-23 13:30:00,19.245,18.6565,19.054775537347062,18.72683109296506
2014-06-27 13:30:00,19.135,18.9575,19.08108184151278,18.69823950052894
2014-07-09 13:30:00,19.3175,18.7825,19.433728401237683,19.00215334174628
2014-07-18 13:30:00,19.48,19.1625,19.721867820329788,19.4066163736802
2014-07-23 13:30:00,19.939075,19.75275,19.833465877809786,19.582664641304092
2014-07-28 13:30:00,19.745,19.305,19.8275949560824,19.41034188484647
2014-07-29 13:30:00,19.5875,19.08,19.352398117195253,18.695354616299063
2014-08-11 13:30:00,18.4295,18.1,18.64949699268359,17.891367636390363
2014-08-12 13:30:00,18.69,18.385,18.575983102207704,18.012163519007157
2014-08-15 13:30:00,19.3775,19.1625,19.07156001104636,18.751923742578796
2014-09-03 13:30:00,20.59,20.0125,20.447567459373655,19.905172326038702
2014-09-12 13:30:00,19.885,19.6075,19.83575727216817,19.557742055200436
2014-09-23 13:30:00,20.25,19.615,19.789597592731937,19.4710822020675
2014-09-25 13:30:00,19.8275,19.2625,19.319382803363965,18.586371695432288
2014-09-26 13:30:00,19.68075,19.13,19.795414847532452,19.52245251319215
2014-09-29 13:30:00,19.8025,19.308,19.813743144951253,19.342387360123674
2014-10-01 13:30:00,18.8375,18.0625,19.236277901375622,18.576468955688373
2014-10-02 13:30:00,19.37,18.845,18.774390597253262,18.35724213939042
2014-10-07 13:30:00,19.325,18.04,18.959847454112957,18.613744595641716
2014-10-09 13:30:00,18.3575,17.4705,19.002906410774926,18.558520223067944
2014-10-14 13:30:00,16.467,15.15,16.949520263633712,16.592862442867208
2014-10-17 13:30:00,17.4025,16.765,17.074519531055465,16.64979920369496
2014-10-20 13:30:00,18.43,17.69025,17.894407685847778,16.943513452160243
2014-10-24 13:30:00,19.25,18.6525,19.13167415895731,18.77627630571782
2014-10-30 13:30:00,20.64,20.3275,20.157617872098644,19.52467999034756
2014-11-03 14:30:00,20.5675,20.1,20.77775941958664,20.331024056561933
2014-11-12 14:30:00,21.56,21.0525,21.56291760754763,21.082381980547257
2014-11-13 14:30:00,21.445,21.215,21.64392628690871,21.082381980547257
2014-11-14 14:30:00,21.4725,21.19075,21.64381492805971,21.105408114964476
2014-11-19 14:30:00,21.8275,21.35,21.698607249233998,21.251508831921264
2014-11-28 14:30:00,22.076725,21.709825,22.378048093483482,22.17606766702012
2014-12-01 14:30:00,22.325,21.84,22.216022221009695,21.600269323178896
2014-12-23 14:30:00,22.88,22.6825,22.94762332260982,22.54890992626318
2015-01-08 14:30:00,22.167475,21.235,22.181776392228116,21.623358658557933
2015-01-14 14:30:00,20.7625,19.8125,20.96484844855584,20.655563679661483
2015-01-22 14:30:00,22.0,21.5875,21.877623440776137,21.086741336153473
2015-01-27 14:30:00,21.4125,20.06,21.463513882523685,20.97702057478159
2015-01-29 14:30:00,20.725,19.8,20.975437972350928,20.21586831116485
2015-02-02 14:30:00,21.515,20.8175,20.91131468130047,20.208967359898107
2015-02-12 14:30:00,23.085,22.7375,23.065773106829006,22.686882206127244
2015-02-13 14:30:00,23.24725,22.85,23.149985327167013,22.87735278938797
2015-02-19 14:30:00,23.5625,22.715,23.386670246971644,22.855235219510853
2015-02-20 14:30:00,23.5425,23.2925,23.622961192591557,23.13175156790167
2015-02-24 14:30:00,23.8775,23.5425,23.801271265387534,23.175075639221212
2015-02-27 14:30:00,23.8009,23.3625,23.566340866726158,23.11883860556912
2015-03-02 14:30:00,23.64475,23.1375,23.78785432191251,23.093335466842248
2015-03-06 14:30:00,22.6875,22.3125,22.52906053176402,22.14181442987823
2015-03-12 13:30:00,22.0625,21.3075,22.231214707924583,21.599564285907558
2015-03-18 13:30:00,23.1151,22.7075,23.348611590488353,22.533455206166767
2015-03-25 13:30:00,22.100125,21.3875,22.383399524934894,21.705682475654864
2015-03-30 13:30:00,22.65,22.0875,23.256428358695043,22.67811413821841
2015-04-08 13:30:00,22.9725,22.3375,22.932176711418474,22.27905023740031
2015-04-09 13:30:00,23.27,22.915,23.20304580122661,22.720067334824172
2015-04-13 13:30:00,23.1375,22.6175,23.28273062439485,22.863569351484568
2015-04-14 13:30:00,23.575,23.22,23.262221094429687,22.85820227915542
2015-04-16 13:30:00,22.97,22.2425,23.579204473727238,23.139768130268433
2015-04-17 13:30:00,23.2925,22.88,22.892127336076772,22.260322306764046
2015-05-05 13:30:00,23.134375,22.097525,23.43435955392315,22.66593618655215
2015-05-08 13:30:00,23.7725,23.313775,23.609683702351912,23.10043659486884
2015-05-19 13:30:00,24.3875,23.9375,24.229305095174457,23.79368762061652
2015-06-03 13:30:00,23.675,22.995,24.041296665179093,23.552392135687256
2015-06-05 13:30:00,23.015,22.5425,23.286181870591108,22.770699293066794
2015-06-10 13:30:00,23.74475,23.454,23.549469820877977,22.823490340031203
2015-06-19 13:30:00,24.2275,23.92,23.844955385328884,23.458280073549364
2015-06-26 13:30:00,22.9575,21.8125,23.599034738218236,23.048683033024272
2015-07-09 13:30:00,22.58,22.12,22.145635275920124,21.55341192481017
2015-07-20 13:30:00,24.135,23.6875,24.236936979398365,23.746710055663826
2015-07-22 13:30:00,23.75,23.13665,23.785958853403823,23.123876262646466
2015-07-31 13:30:00,23.3375,22.7316,23.60492043062396,23.1056324014026
2015-08-04 13:30:00,23.59925,23.0775,23.31918671233987,22.76421516174016
2015-08-07 13:30:00,23.365,22.9425,22.77516134968461,22.07788050563106
2015-08-11 13:30:00,22.855,21.625,23.148672491109156,22.535096264747747
2015-08-12 13:30:00,22.98,22.495,22.9707121864174,22.137145174317908
2015-08-17 13:30:00,23.34475,23.0225,23.330736776989024,22.74433342013038
2015-08-20 13:30:00,20.8125,19.1325,21.79844749419097,20.914417833632626
2015-08-21 13:30:00,18.75,16.0,19.89081618621891,18.517576886067854
